"Selected Filters: All States | All Programs"
""
"Total Funding: $9,835,080,336"
"Number of Grants: 12,702"

"Grantee Name","Grant Number","Program Name","City","State","ZIP Code","County","Congressional District","Award Fiscal Year","Award Funding"
"Family Health Care Clinic, Inc.","H8CCS34833","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Pearl","MS","39208-4226","Rankin","MS-03","2020","$125,534"
"Family Health Care Clinic, Inc.","H8GCS47871","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Pearl","MS","39208-4226","Rankin","MS-03","2023","$27,500"
"Family Health Care Clinic, Inc.","H8DCS36059","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Pearl","MS","39208-4226","Rankin","MS-03","2020","$1,854,410"
"Family Health Care Clinic, Inc.","H8ECS37802","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Pearl","MS","39208-4226","Rankin","MS-03","2020","$845,629"
"Family Health Care Clinic, Inc.","H8FCS40518","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Pearl","MS","39208-4226","Rankin","MS-03","2021","$11,943,500"
"Family Health Care Clinic, Inc.","H8LCS51112","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Pearl","MS","39208-4226","Rankin","MS-03","2023","$186,945"
"FAMILY HEALTH CARE CLINIC, INC.","H8FCS40518","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Pearl","MS","39208-4226","Rankin","MS03","2022","$65,500"
"FAMILY HEALTH CARE CLINIC, INC.","H8GCS47871","FY 2023 Expanding COVID-19 Vaccination (H8G)","PEARL","MS","39208-4226","Rankin","MS03","2023","$415,732"
"Family Health Care Of Northwest","H8LCS51447","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Van Wert","OH","45891-2464","Van Wert","OH-05","2023","$12,958"
"Family Health Care Of Northwest","H8GCS48095","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Van Wert","OH","45891-2464","Van Wert","OH-05","2023","$27,500"
"Family Health Care Of Northwest Ohio, Inc.","C8ECS43682","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Van Wert","OH","45891-2464","Van Wert","OH-05","2021","$545,603"
"Family Health Care Of Northwest Ohio, Inc.","H8CCS34889","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Van Wert","OH","45891-2464","Van Wert","OH-05","2020","$52,955"
"Family Health Care Of Northwest Ohio, Inc.","H8DCS36673","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Van Wert","OH","45891-2464","Van Wert","OH-05","2020","$568,025"
"Family Health Care Of Northwest Ohio, Inc.","H8ECS38890","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Van Wert","OH","45891-2464","Van Wert","OH-05","2020","$160,519"
"Family Health Care Of Northwest Ohio, Inc.","H8FCS41704","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Van Wert","OH","45891-2464","Van Wert","OH-05","2021","$1,083,250"
"FAMILY HEALTH CARE OF NORTHWEST OHIO, INC.","H8GCS48095","FY 2023 Expanding COVID-19 Vaccination (H8G)","VAN WERT","OH","45891-2464","Van Wert","OH05","2023","$90,220"
"FAMILY HEALTH CARE OF NORTHWEST OHIO, INC.","H8FCS41704","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Van Wert","OH","45891-2464","Van Wert","OH05","2022","$65,500"
"Family Health Center","H8LCS51745","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Laurel","MS","39440-4312","Jones","MS-04","2023","$65,592"
"Family Health Center Clark Cou","H8GCS47618","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Jeffersonville","IN","47130-3759","Clark","IN-09","2023","$27,500"
"Family Health Center Clark Cou","H8LCS51730","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Jeffersonville","IN","47130-3759","Clark","IN-09","2023","$26,309"
"Family Health Center Inc","H8LCS51239","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Orangeburg","SC","29115-1466","Orangeburg","SC-06","2023","$58,098"
"Family Health Center Inc","H8GCS48034","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Laurel","MS","39440-4312","Jones","MS-04","2023","$27,500"
"Family Health Center Inc","H8GCS48426","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Kalamazoo","MI","49007-2557","Kalamazoo","MI-04","2023","$27,500"
"Family Health Center Inc","H8LCS51964","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Kalamazoo","MI","49007-2557","Kalamazoo","MI-04","2023","$69,178"
"Family Health Center Inc.","C8ECS44885","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Kalamazoo","MI","49007-2557","Kalamazoo","MI-06","2021","$856,708"
"Family Health Center Inc.","H8CCS34180","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Kalamazoo","MI","49007-2557","Kalamazoo","MI-06","2020","$80,460"
"Family Health Center Inc.","H8FCS40974","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Kalamazoo","MI","49007-2557","Kalamazoo","MI06","2022","$65,500"
"Family Health Center Inc.","H8GCS48426","FY 2023 Expanding COVID-19 Vaccination (H8G)","Kalamazoo","MI","49007-2557","Kalamazoo","MI06","2023","$331,006"
"Family Health Center Inc.","H8DCS35595","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Kalamazoo","MI","49007-2557","Kalamazoo","MI-06","2020","$1,149,815"
"Family Health Center Inc.","H8ECS38728","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Kalamazoo","MI","49007-2557","Kalamazoo","MI-06","2020","$584,749"
"Family Health Center Inc.","H8FCS40974","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Kalamazoo","MI","49007-2557","Kalamazoo","MI-06","2021","$5,973,000"
"Family Health Center Of Boone County","H8CCS34696","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Columbia","MO","65203-2600","Boone","MO-04","2020","$76,218"
"Family Health Center Of Boone County","H8DCS35925","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Columbia","MO","65203-2600","Boone","MO-04","2020","$971,780"
"Family Health Center Of Boone County","H8ECS38587","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Columbia","MO","65203-2600","Boone","MO-04","2020","$376,519"
"Family Health Center Of Clark County Inc","H8DCS35663","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Jeffersonville","IN","47130-3759","Clark","IN-09","2020","$596,195"
"Family Health Center Of Clark County Inc","H8ECS37896","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Jeffersonville","IN","47130-3759","Clark","IN-09","2020","$140,749"
"Family Health Center Of Clark County Inc","H8FCS41647","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Jeffersonville","IN","47130-3759","Clark","IN-09","2021","$1,298,750"
"Family Health Center Of Clark County Inc","H8CCS34307","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Jeffersonville","IN","47130-3759","Clark","IN-09","2020","$56,066"
"FAMILY HEALTH CENTER OF CLARK COUNTY INC","H8GCS47618","FY 2023 Expanding COVID-19 Vaccination (H8G)","JEFFERSONVILLE","IN","47130-3759","Clark","IN09","2023","$71,473"
"Family Health Center Of Clark County, Inc.","C8ECS44297","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Jeffersonville","IN","47130-3759","Clark","IN-09","2021","$531,108"
"FAMILY HEALTH CENTER OF CLARK COUNTY, INC.","H8FCS41647","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Jeffersonville","IN","47130-3759","Clark","IN09","2022","$65,500"
"Family Health Center Of Marshfield, Inc.","H8GCS48256","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Marshfield","WI","54449-5703","Wood","WI-07","2023","$27,500"
"Family Health Center Of Marshfield, Inc.","H8GCS48256","FY 2023 Expanding COVID-19 Vaccination (H8G)","Marshfield","WI","54449-5703","Wood","WI07","2023","$543,766"
"Family Health Center Of Marshfield, Inc.","C8ECS44029","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Marshfield","WI","54449-5703","Wood","WI-07","2021","$1,265,776"
"Family Health Center Of Marshfield, Inc.","H8FCS41485","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Marshfield","WI","54449-5703","Wood","WI07","2022","$65,500"
"Family Health Center Of Marshfield, Inc.","H8CCS34125","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Marshfield","WI","54449-5703","Wood","WI-07","2020","$113,456"
"Family Health Center Of Marshfield, Inc.","H8LCS51221","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Marshfield","WI","54449-5703","Wood","WI-07","2023","$54,512"
"Family Health Center Of Marshfield, Inc.","H8DCS35560","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Marshfield","WI","54449-5703","Wood","WI-07","2020","$2,003,405"
"Family Health Center Of Marshfield, Inc.","H8ECS38027","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Marshfield","WI","54449-5703","Wood","WI-07","2020","$1,142,569"
"Family Health Center Of Marshfield, Inc.","H8FCS41485","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Marshfield","WI","54449-5703","Wood","WI-07","2021","$11,549,000"
"Family Health Center of Southern Oklahoma","H8FCS41137","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Tishomingo","OK","73460-3245","Johnston","OK02","2022","$65,500"
"Family Health Center of Southern Oklahoma","H8GCS48720","FY 2023 Expanding COVID-19 Vaccination (H8G)","Tishomingo","OK","73460-3245","Johnston","OK02","2023","$139,171"
"Family Health Center Of Southern Oklahoma","C8ECS44601","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Tishomingo","OK","73460-3245","Johnston","OK-02","2021","$596,690"
"Family Health Center Of Southern Oklahoma","H8CCS34118","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Tishomingo","OK","73460-3245","Johnston","OK-02","2020","$62,277"
"Family Health Center Of Southern Oklahoma","H8GCS48720","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Tishomingo","OK","73460-3245","Johnston","OK-02","2023","$27,500"
"Family Health Center Of Southern Oklahoma","H8DCS35585","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Tishomingo","OK","73460-3245","Johnston","OK-02","2020","$728,885"
"Family Health Center Of Southern Oklahoma","H8ECS38104","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Tishomingo","OK","73460-3245","Johnston","OK-02","2020","$230,179"
"Family Health Center Of Southern Oklahoma","H8FCS41137","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Tishomingo","OK","73460-3245","Johnston","OK-02","2021","$2,091,750"
"Family Health Center Of Southern Oklahoma, Inc.","H8LCS51797","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Tishomingo","OK","73460-3245","Johnston","OK-02","2023","$19,207"
"Family Health Center Of Worcester Inc","H8GCS47645","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Worcester","MA","01610","Worcester","MA-02","2023","$27,500"
"Family Health Center Of Worcester Inc","H8LCS51338","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Worcester","MA","01610","Worcester","MA-02","2023","$37,759"
"Family Health Center of Worcester, Inc.","H8GCS47645","FY 2023 Expanding COVID-19 Vaccination (H8G)","Worcester","MA","01610-2473","Worcester","MA02","2023","$278,068"
"Family Health Center of Worcester, Inc.","H8FCS41008","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Worcester","MA","01610-2473","Worcester","MA02","2022","$65,500"
"Family Health Center Of Worcester, Inc.","C8ECS44669","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Worcester","MA","01610-2473","Worcester","MA-02","2021","$819,011"
"Family Health Center Of Worcester, Inc.","H8DCS35454","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Worcester","MA","01610-2473","Worcester","MA-02","2020","$960,740"
"Family Health Center Of Worcester, Inc.","H8ECS38518","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Worcester","MA","01610-2473","Worcester","MA-02","2020","$533,344"
"Family Health Center Of Worcester, Inc.","H8CCS34365","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Worcester","MA","01610-2473","Worcester","MA-02","2020","$68,563"
"Family Health Center Of Worcester, Inc.","H8FCS41008","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Worcester","MA","01610-2473","Worcester","MA-02","2021","$5,021,125"
"Family Health Center, Inc.","H8GCS48034","FY 2023 Expanding COVID-19 Vaccination (H8G)","Laurel","MS","39440-4312","Jones","MS04","2023","$183,226"
"Family Health Center, Inc.","C8ECS44887","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Laurel","MS","39440-4312","Jones","MS-04","2021","$643,682"
"Family Health Center, Inc.","H8CCS34846","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Laurel","MS","39440-4312","Jones","MS-04","2020","$70,855"
"Family Health Center, Inc.","H8FCS41289","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Laurel","MS","39440-4312","Jones","MS04","2022","$65,500"
"Family Health Center, Inc.","H8DCS36072","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Laurel","MS","39440-4312","Jones","MS-04","2020","$864,335"
"Family Health Center, Inc.","H8ECS37927","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Laurel","MS","39440-4312","Jones","MS-04","2020","$294,259"
"Family Health Center, Inc.","H8FCS41289","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Laurel","MS","39440-4312","Jones","MS-04","2021","$3,154,500"
"Family Health Centers","H8LCS51186","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Okanogan","WA","98840-9679","Okanogan","WA-04","2023","$54,466"
"Family Health Centers","H8GCS48104","FY 2023 Expanding COVID-19 Vaccination (H8G)","Okanogan","WA","98840-9679","Okanogan","WA04","2023","$202,378"
"Family Health Centers","H8GCS48104","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Okanogan","WA","98840-9679","Okanogan","WA-04","2023","$27,500"
"Family Health Centers","C8ECS44433","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Okanogan","WA","98840-9679","Okanogan","WA-04","2021","$707,779"
"Family Health Centers","H8FCS40501","FY 2022 American Rescue Plan Uniform Data System Patient-Level Submission (H8F)","Okanogan","WA","98840-9679","Okanogan","WA04","2022","$65,500"
"Family Health Centers","H8CCS35206","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Okanogan","WA","98840-9679","Okanogan","WA-04","2020","$67,170"
"Family Health Centers","H8DCS36745","FY 2020 Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)","Okanogan","WA","98840-9679","Okanogan","WA-04","2020","$854,690"
"Family Health Centers","H8FCS40501","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Okanogan","WA","98840-9679","Okanogan","WA-04","2021","$3,712,625"
"Family Health Centers","H8ECS38282","FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E)","Okanogan","WA","98840-9679","Okanogan","WA-04","2020","$381,664"
"Family Health Centers of Baltimore, Inc.","H8GCS48726","FY 2023 Expanding COVID-19 Vaccination (H8G)","Baltimore","MD","21225-1228","Baltimore City","MD02","2023","$91,210"
"Family Health Centers Of Baltimore, Inc.","C8ECS44176","FY 2021 American Rescue Plan – Health Center Construction and Capital Improvements (ARP-Capital - C8E)","Baltimore","MD","21225-1228","Baltimore City","MD-02","2021","$558,465"
"Family Health Centers Of Baltimore, Inc.","H8LCS50902","FY 2023 COVID-19 Bridge Funding for Health Centers (H8L)","Brooklyn","MD","21225-1228","Baltimore City","MD-07","2023","$20,279"
"Family Health Centers Of Baltimore, Inc.","H8FCS41044","FY 2021 American Rescue Plan Act Funding for Health Centers (H8F)","Baltimore","MD","21225-1228","Baltimore City","MD-02","2021","$1,518,375"
"Family Health Centers Of Baltimore, Inc.","H8GCS48726","FY 2023 Expanding COVID-19 Vaccination (ECV) - distribution of remaining ECV funds (H8G)","Brooklyn","MD","21225-1228","Baltimore City","MD-07","2023","$27,500"
"Family Health Centers Of Baltimore, Inc.","H8CCS34993","FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C)","Baltimore","MD","21225-1228","Baltimore City","MD-02","2020","$56,901"
